,0,1,Year,b_id
594,Uninhabited Percent,0.591761938888093,2015,39
595,Computer Percent,0.5906735852037226,2015,39
596,Immigration Percent,0.5617131231263355,2015,39
597,Cellular Percent,0.5268849505700564,2015,39
598,Education Percent,0.489455584982835,2015,39
599,Reported Barrio,0.37378400879224616,2015,39
600,Sports Center Distance,0.6428904873932475,2015,40
601,Immigration Percent,0.6410358719385556,2015,40
602,Longitude,0.5786371561026402,2015,40
603,Owner Percent,0.5642844650668817,2015,40
604,Regular Percent,0.557693517856209,2015,40
605,Computer Percent,0.5502124686975103,2015,40
606,Education Percent,0.5274781994309228,2015,40
607,Rent Percent,0.5256747126186632,2015,40
608,Cellular Percent,0.4886889902813168,2015,40
609,Latitude,0.4751313252233538,2015,40
610,Public Wifi Distance,0.43953156610819866,2015,40
611,Uninhabited Percent,0.4129769270633967,2015,40
612,Health Provider Distance,0.397272762795021,2015,40
613,Distance from Public Transportation,0.3953266151718245,2015,40
614,Reported Barrio,0.22362508654273894,2015,40
615,Sports Center Distance,0.6956066867074484,2015,41
616,Distance from Public Transportation,0.6605340001410296,2015,41
617,Health Provider Distance,0.6464254858749672,2015,41
618,Latitude,0.6052334873249783,2015,41
619,Longitude,0.5925664592652118,2015,41
620,Public Wifi Distance,0.5127515280801371,2015,41
621,Rent Percent,0.4630911536146658,2015,41
622,Immigration Percent,0.462470668773026,2015,41
623,Owner Percent,0.4547622377521385,2015,41
624,Regular Percent,0.4082442833065168,2015,41
625,Education Percent,0.4062652070792261,2015,41
626,Cellular Percent,0.3956566916995032,2015,41
627,Computer Percent,0.3948867362999855,2015,41
628,Uninhabited Percent,0.3543635779207213,2015,41
629,Reported Barrio,0.06437199401435367,2015,41
630,Cellular Percent,0.5593688766371525,2015,42
631,Distance from Public Transportation,0.500038905313688,2015,42
632,Uninhabited Percent,0.460486253303185,2015,42
633,Latitude,0.4554250694875224,2015,42
634,Immigration Percent,0.4465079769692286,2015,42
635,Rent Percent,0.4376862158194035,2015,42
636,Education Percent,0.4332420902538712,2015,42
637,Owner Percent,0.4212029732691662,2015,42
638,Public Wifi Distance,0.41494616587301625,2015,42
639,Computer Percent,0.3924699115102974,2015,42
640,Regular Percent,0.3810525623824677,2015,42
641,Longitude,0.32494331074366345,2015,42
642,Sports Center Distance,0.2894429551016793,2015,42
643,Health Provider Distance,0.2676987314870201,2015,42
644,Reported Barrio,0.2409706170729469,2015,42
645,Longitude,0.25673863884653425,2015,43
646,Cellular Percent,0.2505005362398296,2015,43
647,Education Percent,0.25030502912258656,2015,43
648,Uninhabited Percent,0.2458060073408745,2015,43
649,Sports Center Distance,0.2423707515635081,2015,43
650,Regular Percent,0.2418302194909243,2015,43
651,Immigration Percent,0.24069160601415615,2015,43
652,Owner Percent,0.23836889586407795,2015,43
653,Latitude,0.23668148437741945,2015,43
654,Health Provider Distance,0.2304730814627627,2015,43
655,Computer Percent,0.21889333751897896,2015,43
656,Distance from Public Transportation,0.21570977697648572,2015,43
657,Public Wifi Distance,0.21002664188041556,2015,43
658,Rent Percent,0.2068530343881485,2015,43
659,Reported Barrio,0.13231593029378086,2015,43
660,Longitude,0.4832237251988771,2015,44
661,Distance from Public Transportation,0.4430498599025361,2015,44
662,Latitude,0.3549348672483563,2015,44
663,Public Wifi Distance,0.3357056758375592,2015,44
664,Immigration Percent,0.32613642955509903,2015,44
665,Rent Percent,0.3120117771112532,2015,44
666,Sports Center Distance,0.2956721499501618,2015,44
667,Owner Percent,0.2892462883379463,2015,44
668,Regular Percent,0.2889280270697108,2015,44
669,Uninhabited Percent,0.2760260691170844,2015,44
670,Education Percent,0.2703316403787288,2015,44
671,Computer Percent,0.2694327822668967,2015,44
672,Health Provider Distance,0.2671677893206561,2015,44
673,Cellular Percent,0.23621163952507684,2015,44
674,Reported Barrio,0.010553356005055027,2015,44
675,Cellular Percent,0.2133124848004886,2015,45
676,Distance from Public Transportation,0.1986272814446195,2015,45
677,Latitude,0.19835789622457625,2015,45
678,Immigration Percent,0.1360160135701931,2015,45
679,Reported Barrio,0.11068137318621107,2015,45
680,Computer Percent,0.10387887987055944,2015,45
681,Uninhabited Percent,0.08323478773909533,2015,45
682,Rent Percent,0.05646367622533699,2015,45
683,Sports Center Distance,0.040070165481981064,2015,45
684,Education Percent,0.03340078340562136,2015,45
685,Public Wifi Distance,0.0,2015,45
686,Health Provider Distance,0.0,2015,45
687,Regular Percent,0.0,2015,45
688,Owner Percent,0.0,2015,45
689,Longitude,0.0,2015,45
690,Longitude,0.5452837531909114,2015,46
691,Distance from Public Transportation,0.5189884070015705,2015,46
692,Public Wifi Distance,0.4772311594516912,2015,46
693,Uninhabited Percent,0.4502504403982317,2015,46
694,Sports Center Distance,0.4308689610763064,2015,46
695,Rent Percent,0.4307491267413783,2015,46
696,Owner Percent,0.3986775014378439,2015,46
697,Latitude,0.35855563547128844,2015,46
698,Health Provider Distance,0.3522792913726218,2015,46
699,Education Percent,0.3372912162884885,2015,46
700,Immigration Percent,0.31332461768210385,2015,46
701,Computer Percent,0.25919591184262103,2015,46
702,Cellular Percent,0.24598569899761055,2015,46
703,Regular Percent,0.22746309303627,2015,46
704,Reported Barrio,0.1566107572691391,2015,46
705,Latitude,0.5438971132126902,2015,47
706,Public Wifi Distance,0.5428282049907529,2015,47
707,Health Provider Distance,0.5231408403852185,2015,47
708,Sports Center Distance,0.4846772122430602,2015,47
709,Distance from Public Transportation,0.4763435072965254,2015,47
710,Education Percent,0.4316944311365785,2015,47
711,Rent Percent,0.3772847395855101,2015,47
712,Longitude,0.3650134959831157,2015,47
713,Owner Percent,0.3017471064056161,2015,47
714,Regular Percent,0.2770132835021521,2015,47
715,Cellular Percent,0.2587128663910503,2015,47
716,Computer Percent,0.25151457734312155,2015,47
717,Immigration Percent,0.2229979696328599,2015,47
718,Uninhabited Percent,0.14250319033146752,2015,47
719,Reported Barrio,0.0700017159980153,2015,47
720,Public Wifi Distance,0.396308087820759,2015,48
721,Distance from Public Transportation,0.3939189740163379,2015,48
722,Health Provider Distance,0.3488827536915142,2015,48
723,Latitude,0.3444201676324741,2015,48
724,Owner Percent,0.24049118750530285,2015,48
725,Sports Center Distance,0.2295613584420981,2015,48
726,Longitude,0.21369613095364626,2015,48
727,Rent Percent,0.2061824321250043,2015,48
728,Cellular Percent,0.20120426408977865,2015,48
729,Immigration Percent,0.18454137757509725,2015,48
730,Education Percent,0.18255261355352287,2015,48
731,Uninhabited Percent,0.15790337650802888,2015,48
732,Computer Percent,0.15656388076624062,2015,48
733,Regular Percent,0.1495655094672408,2015,48
734,Reported Barrio,0.0498746370658596,2015,48
735,Distance from Public Transportation,0.7530913495688312,2016,0
736,Latitude,0.6264681491241335,2016,0
737,Sports Center Distance,0.6180758019332959,2016,0
738,Longitude,0.6107805680153353,2016,0
739,Owner Percent,0.6062368724616034,2016,0
740,Rent Percent,0.5982919183663435,2016,0
741,Computer Percent,0.5884249234609875,2016,0
742,Education Percent,0.5857083421019982,2016,0
743,Regular Percent,0.5815702664884359,2016,0
744,Public Wifi Distance,0.5679376839280206,2016,0
745,Health Provider Distance,0.553030758051718,2016,0
746,Immigration Percent,0.5493267834791737,2016,0
747,Cellular Percent,0.5492312762930727,2016,0
748,Uninhabited Percent,0.4768883936278057,2016,0
749,Reported Barrio,0.048846620464084056,2016,0
750,Longitude,0.5273600450395355,2016,1
751,Distance from Public Transportation,0.5144952913027252,2016,1
752,Owner Percent,0.5127246289686669,2016,1
753,Rent Percent,0.5010015367653611,2016,1
754,Education Percent,0.4641741405157202,2016,1
755,Public Wifi Distance,0.4306175832417902,2016,1
756,Latitude,0.4297684543358749,2016,1
757,Computer Percent,0.42132281284931095,2016,1
758,Cellular Percent,0.4175112071281775,2016,1
759,Sports Center Distance,0.3989701944867785,2016,1
760,Uninhabited Percent,0.3937840755688081,2016,1
761,Regular Percent,0.3932620858119642,2016,1
762,Health Provider Distance,0.3745425152624913,2016,1
763,Immigration Percent,0.3654273516938161,2016,1
764,Reported Barrio,0.04144822605295362,2016,1
765,Sports Center Distance,0.5700088917841919,2016,2
766,Distance from Public Transportation,0.5430862133677059,2016,2
767,Latitude,0.5230326320578049,2016,2
768,Public Wifi Distance,0.4976707794948401,2016,2
769,Owner Percent,0.4777395978081192,2016,2
770,Immigration Percent,0.4711192255723651,2016,2
771,Uninhabited Percent,0.4688550740679451,2016,2
772,Education Percent,0.4318785524057232,2016,2
773,Cellular Percent,0.4303578186344832,2016,2
774,Computer Percent,0.4258729799742951,2016,2
775,Longitude,0.4257297660855833,2016,2
776,Rent Percent,0.4227799923151228,2016,2
777,Health Provider Distance,0.4160162083049408,2016,2
778,Regular Percent,0.3851544293352873,2016,2
779,Reported Barrio,0.0620845902963294,2016,2
780,Sports Center Distance,0.3325974396355975,2016,3
781,Cellular Percent,0.2621979352688681,2016,3
782,Education Percent,0.26076311515520745,2016,3
783,Latitude,0.2507909473791954,2016,3
784,Health Provider Distance,0.21987709584209456,2016,3
785,Computer Percent,0.20901278422593927,2016,3
786,Distance from Public Transportation,0.16698534041152735,2016,3
787,Uninhabited Percent,0.1598247735428684,2016,3
788,Rent Percent,0.1367119394267391,2016,3
789,Regular Percent,0.13478707106896293,2016,3
790,Owner Percent,0.11820518435151373,2016,3
791,Longitude,0.10822279755242016,2016,3
792,Reported Barrio,0.08180223310272527,2016,3
793,Public Wifi Distance,0.057016276768469425,2016,3
794,Immigration Percent,0.02245743461830241,2016,3
795,Latitude,0.8349845750908762,2016,4
796,Longitude,0.8027439255926883,2016,4
797,Distance from Public Transportation,0.7274640829397109,2016,4
798,Sports Center Distance,0.7114295503555423,2016,4
799,Health Provider Distance,0.6987765549537754,2016,4
800,Public Wifi Distance,0.6698876759514847,2016,4
801,Owner Percent,0.6646313486778532,2016,4
802,Rent Percent,0.6633912452611175,2016,4
803,Education Percent,0.6632639452739411,2016,4
804,Computer Percent,0.6596962342823921,2016,4
805,Immigration Percent,0.641868105991029,2016,4
806,Regular Percent,0.6333945641578671,2016,4
807,Uninhabited Percent,0.5635885038122375,2016,4
808,Cellular Percent,0.5536939673268177,2016,4
809,Reported Barrio,0.04272269424004405,2016,4
810,Distance from Public Transportation,0.6445768891727233,2016,5
811,Sports Center Distance,0.5501303295000914,2016,5
812,Public Wifi Distance,0.5209489224948345,2016,5
813,Longitude,0.5008307885617511,2016,5
814,Latitude,0.4968938522079629,2016,5
815,Health Provider Distance,0.472882890022237,2016,5
816,Uninhabited Percent,0.4497915321937822,2016,5
817,Owner Percent,0.4307706635649247,2016,5
818,Regular Percent,0.42206607096106463,2016,5
819,Cellular Percent,0.4045430294492256,2016,5
820,Education Percent,0.3902183206952601,2016,5
821,Immigration Percent,0.3719805817173332,2016,5
822,Computer Percent,0.324552901754521,2016,5
823,Rent Percent,0.31125690342438794,2016,5
824,Reported Barrio,0.027317730370780117,2016,5
825,Latitude,0.8121947826677567,2016,6
826,Distance from Public Transportation,0.8007002210163701,2016,6
827,Longitude,0.792417277638112,2016,6
828,Health Provider Distance,0.73130509897626,2016,6
829,Sports Center Distance,0.7200867877817596,2016,6
830,Public Wifi Distance,0.7119348099843834,2016,6
831,Owner Percent,0.7018735559220941,2016,6
832,Computer Percent,0.6608140511708638,2016,6
833,Education Percent,0.6569539226383879,2016,6
834,Cellular Percent,0.6329468801073039,2016,6
835,Immigration Percent,0.6247211803216084,2016,6
836,Uninhabited Percent,0.6051042093833621,2016,6
837,Regular Percent,0.5979821623813311,2016,6
838,Rent Percent,0.5418948119962632,2016,6
839,Reported Barrio,0.09216800417457273,2016,6
840,Longitude,0.8102387073672253,2016,7
841,Health Provider Distance,0.7941532190768728,2016,7
842,Public Wifi Distance,0.7592101071717816,2016,7
843,Latitude,0.7355081244187418,2016,7
844,Distance from Public Transportation,0.7258742160583984,2016,7
845,Sports Center Distance,0.7153847707239119,2016,7
846,Owner Percent,0.6610356629360647,2016,7
847,Cellular Percent,0.6588699185729081,2016,7
848,Regular Percent,0.6572101980065828,2016,7
849,Education Percent,0.6558032598686125,2016,7
850,Computer Percent,0.6133422524389931,2016,7
851,Rent Percent,0.5675225791431693,2016,7
852,Immigration Percent,0.5476465171554641,2016,7
853,Uninhabited Percent,0.4644650495690978,2016,7
854,Reported Barrio,0.1888777660093384,2016,7
855,Owner Percent,0.3996581517885017,2016,8
856,Longitude,0.3871686457700654,2016,8
857,Health Provider Distance,0.3861090382308383,2016,8
858,Education Percent,0.3841976370529738,2016,8
859,Public Wifi Distance,0.3597718776082366,2016,8
860,Sports Center Distance,0.3569289758658831,2016,8
861,Rent Percent,0.35180320427743883,2016,8
862,Latitude,0.3510638161617825,2016,8
863,Distance from Public Transportation,0.3487658842909012,2016,8
864,Cellular Percent,0.28941606721404645,2016,8
865,Uninhabited Percent,0.28248660282737603,2016,8
866,Computer Percent,0.2505381881983535,2016,8
867,Immigration Percent,0.2501444939733726,2016,8
868,Regular Percent,0.2442589363567929,2016,8
869,Reported Barrio,0.025783441348668838,2016,8
870,Latitude,0.4808238458090246,2016,9
871,Longitude,0.461197181103846,2016,9
872,Public Wifi Distance,0.4338330230119389,2016,9
873,Distance from Public Transportation,0.38258246310001054,2016,9
874,Sports Center Distance,0.3754243736876304,2016,9
875,Education Percent,0.3670691216185906,2016,9
876,Cellular Percent,0.32700544948182353,2016,9
877,Health Provider Distance,0.32664036216632075,2016,9
878,Regular Percent,0.32176942025850064,2016,9
879,Uninhabited Percent,0.2951683926940962,2016,9
880,Rent Percent,0.2943529785371686,2016,9
881,Immigration Percent,0.26429589369074513,2016,9
882,Owner Percent,0.26319410863761705,2016,9
883,Computer Percent,0.24447253818073425,2016,9
884,Reported Barrio,0.06622205440526496,2016,9
885,Immigration Percent,0.6947326971610992,2016,10
886,Distance from Public Transportation,0.6934140875754253,2016,10
887,Latitude,0.6430837168698931,2016,10
888,Owner Percent,0.6233383666594774,2016,10
889,Rent Percent,0.619998375545864,2016,10
890,Longitude,0.6058288861868739,2016,10
891,Computer Percent,0.5735995067031219,2016,10
892,Education Percent,0.5707212642068606,2016,10
893,Sports Center Distance,0.5650088116551584,2016,10
894,Cellular Percent,0.5305138748315121,2016,10
895,Public Wifi Distance,0.5247170992223578,2016,10
896,Uninhabited Percent,0.5072601566487775,2016,10
897,Regular Percent,0.5015196323812212,2016,10
898,Health Provider Distance,0.3919481535317311,2016,10
899,Reported Barrio,0.24151216641993375,2016,10
900,Distance from Public Transportation,0.7099578521548929,2016,11
901,Longitude,0.7083379405338857,2016,11
902,Sports Center Distance,0.6921309198376244,2016,11
903,Latitude,0.6835160305859938,2016,11
904,Public Wifi Distance,0.6775055581137019,2016,11
905,Owner Percent,0.6547265824958663,2016,11
906,Computer Percent,0.6424956320849362,2016,11
907,Cellular Percent,0.6356431763906367,2016,11
908,Rent Percent,0.6348795585315026,2016,11
909,Regular Percent,0.6244548517046771,2016,11
910,Education Percent,0.6132251610914388,2016,11
911,Health Provider Distance,0.5975771096931433,2016,11
912,Uninhabited Percent,0.5251468363985565,2016,11
913,Immigration Percent,0.5236693456370052,2016,11
914,Reported Barrio,0.09103487911072428,2016,11
915,Longitude,0.8971747165074615,2016,12
916,Distance from Public Transportation,0.8970157267409841,2016,12
917,Latitude,0.8894771256391216,2016,12
918,Sports Center Distance,0.868493254986014,2016,12
919,Public Wifi Distance,0.8576635830753361,2016,12
920,Health Provider Distance,0.8239964366553729,2016,12
921,Computer Percent,0.7604699059770343,2016,12
922,Rent Percent,0.7470305189610551,2016,12
923,Education Percent,0.7444189987130909,2016,12
924,Regular Percent,0.7378627365448942,2016,12
925,Owner Percent,0.7356985769241421,2016,12
926,Cellular Percent,0.7087935945089554,2016,12
927,Uninhabited Percent,0.6944160400601751,2016,12
928,Immigration Percent,0.6632701020589682,2016,12
929,Reported Barrio,0.2464775492030657,2016,12
930,Owner Percent,0.7545671376553731,2016,13
931,Computer Percent,0.6677652050201075,2016,13
932,Sports Center Distance,0.6395665518214542,2016,13
933,Distance from Public Transportation,0.6176810299359321,2016,13
934,Immigration Percent,0.5848607411107412,2016,13
935,Rent Percent,0.5371455160670853,2016,13
936,Latitude,0.5206098911981267,2016,13
937,Longitude,0.4910911075126765,2016,13
938,Regular Percent,0.4898364979247332,2016,13
939,Reported Barrio,0.4565117979333671,2016,13
940,Public Wifi Distance,0.4520258517807538,2016,13
941,Cellular Percent,0.38529243088066667,2016,13
942,Health Provider Distance,0.3255908670124357,2016,13
943,Uninhabited Percent,0.31923942524432714,2016,13
944,Education Percent,0.22279687904687928,2016,13
945,Longitude,0.463497804211126,2016,14
946,Rent Percent,0.3849928166787655,2016,14
947,Health Provider Distance,0.3845054055401671,2016,14
948,Latitude,0.3747737823281758,2016,14
949,Owner Percent,0.3711501888233757,2016,14
950,Public Wifi Distance,0.3700883538222128,2016,14
951,Distance from Public Transportation,0.3688494884793001,2016,14
952,Sports Center Distance,0.3663361711326143,2016,14
953,Cellular Percent,0.3555659879717981,2016,14
954,Education Percent,0.3328986204729363,2016,14
955,Computer Percent,0.32750302970050704,2016,14
956,Uninhabited Percent,0.30380630994995306,2016,14
957,Immigration Percent,0.2777463515375458,2016,14
958,Regular Percent,0.2746874028840578,2016,14
959,Reported Barrio,0.030613694280570813,2016,14
960,Education Percent,0.5476123011658243,2016,15
961,Latitude,0.5446760426870374,2016,15
962,Rent Percent,0.5339242834806073,2016,15
963,Sports Center Distance,0.5143055394147322,2016,15
964,Distance from Public Transportation,0.4937826815383746,2016,15
965,Owner Percent,0.4762316033989729,2016,15
966,Longitude,0.4625019726384898,2016,15
967,Immigration Percent,0.4606481585702054,2016,15
968,Health Provider Distance,0.4535392253732979,2016,15
969,Regular Percent,0.4158298273236296,2016,15
970,Public Wifi Distance,0.4157995579117415,2016,15
971,Computer Percent,0.4026424730935832,2016,15
972,Cellular Percent,0.38768043776978,2016,15
973,Uninhabited Percent,0.3869435547446329,2016,15
974,Reported Barrio,0.04337630502423884,2016,15
975,Longitude,0.6352740866160764,2016,16
976,Health Provider Distance,0.5973192038695698,2016,16
977,Public Wifi Distance,0.5860492345066595,2016,16
978,Sports Center Distance,0.5688785237347802,2016,16
979,Distance from Public Transportation,0.567583818505005,2016,16
980,Uninhabited Percent,0.5621601723723897,2016,16
981,Education Percent,0.5563900938739819,2016,16
982,Immigration Percent,0.5058566845315462,2016,16
983,Owner Percent,0.4951903614736018,2016,16
984,Latitude,0.4810639560475716,2016,16
985,Regular Percent,0.4496412329759476,2016,16
986,Rent Percent,0.4338576360625055,2016,16
987,Computer Percent,0.39519503444675097,2016,16
988,Cellular Percent,0.2920807020693448,2016,16
989,Reported Barrio,0.049892261701167895,2016,16
990,Public Wifi Distance,0.4439272671745949,2016,17
991,Longitude,0.4306823988176989,2016,17
992,Immigration Percent,0.4296925607808459,2016,17
993,Sports Center Distance,0.4112788070231788,2016,17
994,Distance from Public Transportation,0.38780367939884064,2016,17
995,Regular Percent,0.38412668909090497,2016,17
996,Health Provider Distance,0.33043394941080617,2016,17
997,Cellular Percent,0.3085033748805932,2016,17
998,Uninhabited Percent,0.3061588219994089,2016,17
999,Owner Percent,0.303635092893741,2016,17
1000,Latitude,0.3011937180491881,2016,17
1001,Rent Percent,0.2796436075138149,2016,17
1002,Computer Percent,0.2398663098741558,2016,17
1003,Education Percent,0.22336144147272607,2016,17
1004,Reported Barrio,0.05106208595590056,2016,17
1005,Longitude,0.2785168690566162,2016,18
1006,Cellular Percent,0.2629747469627093,2016,18
1007,Immigration Percent,0.25927119209438443,2016,18
1008,Education Percent,0.22542310107132124,2016,18
1009,Owner Percent,0.21294794829865935,2016,18
1010,Latitude,0.1907875584912797,2016,18
1011,Computer Percent,0.18839504901904247,2016,18
1012,Uninhabited Percent,0.17476256725599004,2016,18
1013,Rent Percent,0.16751704324663175,2016,18
1014,Distance from Public Transportation,0.16393917538571626,2016,18
1015,Sports Center Distance,0.14403487325352282,2016,18
1016,Health Provider Distance,0.13525810597385046,2016,18
1017,Regular Percent,0.10871589802612024,2016,18
1018,Public Wifi Distance,0.10088067897695696,2016,18
1019,Reported Barrio,0.0,2016,18
1020,Latitude,0.494369670125459,2016,19
1021,Rent Percent,0.4776529512646706,2016,19
1022,Regular Percent,0.4766460779394426,2016,19
1023,Education Percent,0.4536451511953588,2016,19
1024,Sports Center Distance,0.4434910918619952,2016,19
1025,Distance from Public Transportation,0.4409448658418884,2016,19
1026,Immigration Percent,0.4245097938887139,2016,19
1027,Owner Percent,0.4203534244609513,2016,19
1028,Cellular Percent,0.41449284021487376,2016,19
1029,Public Wifi Distance,0.4093631653790841,2016,19
1030,Longitude,0.4041330236138174,2016,19
1031,Computer Percent,0.38904751160358897,2016,19
1032,Uninhabited Percent,0.3623796608605265,2016,19
1033,Health Provider Distance,0.3443758745801309,2016,19
1034,Reported Barrio,0.04224441228224851,2016,19
1035,Rent Percent,0.4893315691621702,2016,20
1036,Regular Percent,0.4176890095324843,2016,20
1037,Public Wifi Distance,0.3874500039977948,2016,20
1038,Cellular Percent,0.3689464646746752,2016,20
1039,Uninhabited Percent,0.35197852841181154,2016,20
1040,Computer Percent,0.3437013012820336,2016,20
1041,Distance from Public Transportation,0.33280234122548524,2016,20
1042,Immigration Percent,0.3277886712716187,2016,20
1043,Longitude,0.3025280318416468,2016,20
1044,Latitude,0.2192027662418865,2016,20
1045,Health Provider Distance,0.1871196381260116,2016,20
1046,Owner Percent,0.1207045502800681,2016,20
1047,Education Percent,0.10107751040246926,2016,20
1048,Sports Center Distance,0.005367593834836093,2016,20
1049,Reported Barrio,0.0,2016,20
1050,Distance from Public Transportation,0.4017727645829368,2016,21
1051,Owner Percent,0.37604250107043613,2016,21
1052,Longitude,0.34158752308167584,2016,21
1053,Rent Percent,0.3379686674846898,2016,21
1054,Cellular Percent,0.3243809697344644,2016,21
1055,Public Wifi Distance,0.321540915753352,2016,21
1056,Latitude,0.3098854876125801,2016,21
1057,Education Percent,0.2831675406227836,2016,21
1058,Sports Center Distance,0.27677689472891803,2016,21
1059,Computer Percent,0.2728257281784576,2016,21
1060,Regular Percent,0.2252220096454276,2016,21
1061,Immigration Percent,0.21050310344820344,2016,21
1062,Health Provider Distance,0.2070908015313524,2016,21
1063,Uninhabited Percent,0.17470087902606754,2016,21
1064,Reported Barrio,0.12521537926049398,2016,21
1065,Latitude,0.5497897176445918,2016,22
1066,Regular Percent,0.5463077577883166,2016,22
1067,Immigration Percent,0.5168142507540825,2016,22
1068,Owner Percent,0.5126459154062619,2016,22
1069,Computer Percent,0.4929981805557566,2016,22
1070,Distance from Public Transportation,0.4604824336082394,2016,22
1071,Rent Percent,0.4600713102491292,2016,22
1072,Cellular Percent,0.4545020581894095,2016,22
1073,Education Percent,0.4403628462746867,2016,22
1074,Uninhabited Percent,0.4393439126188787,2016,22
1075,Sports Center Distance,0.4192825657068733,2016,22
1076,Longitude,0.4096468906783501,2016,22
1077,Public Wifi Distance,0.3072498153416263,2016,22
1078,Health Provider Distance,0.2803933510720027,2016,22
1079,Reported Barrio,0.04743589639284074,2016,22
1080,Education Percent,0.35958954976455937,2016,23
1081,Cellular Percent,0.2788032285523694,2016,23
1082,Latitude,0.2784004343679993,2016,23
1083,Rent Percent,0.2566834101703161,2016,23
1084,Public Wifi Distance,0.2366682513400735,2016,23
1085,Sports Center Distance,0.23180784960241674,2016,23
1086,Health Provider Distance,0.22521268385486826,2016,23
1087,Longitude,0.21810412753742486,2016,23
1088,Distance from Public Transportation,0.2145461868269156,2016,23
1089,Computer Percent,0.20916285859929265,2016,23
1090,Regular Percent,0.2067679107699183,2016,23
1091,Owner Percent,0.19914984807401528,2016,23
1092,Immigration Percent,0.17389430432958042,2016,23
1093,Uninhabited Percent,0.16640823223323895,2016,23
1094,Reported Barrio,0.0,2016,23
1095,Longitude,0.4754202139443566,2016,24
1096,Latitude,0.4526480157800319,2016,24
1097,Public Wifi Distance,0.3757362812153327,2016,24
1098,Sports Center Distance,0.35621937130125225,2016,24
1099,Immigration Percent,0.34383165091642764,2016,24
1100,Health Provider Distance,0.32111653947539764,2016,24
1101,Distance from Public Transportation,0.3184429388670096,2016,24
1102,Owner Percent,0.30316891294658266,2016,24
1103,Cellular Percent,0.2985691798083874,2016,24
1104,Regular Percent,0.29128256987755474,2016,24
1105,Computer Percent,0.2858256867092943,2016,24
1106,Rent Percent,0.28027935841519325,2016,24
1107,Education Percent,0.24473411295132674,2016,24
1108,Uninhabited Percent,0.182316265738014,2016,24
1109,Reported Barrio,0.15474243138096733,2016,24
1110,Health Provider Distance,0.7037474616959676,2016,25
1111,Uninhabited Percent,0.6801072419060596,2016,25
1112,Public Wifi Distance,0.6508186168866188,2016,25
1113,Immigration Percent,0.6407175526514042,2016,25
1114,Computer Percent,0.6362310328952117,2016,25
1115,Cellular Percent,0.6118440392917021,2016,25
1116,Rent Percent,0.5918255596136568,2016,25
1117,Sports Center Distance,0.5887108425118726,2016,25
1118,Longitude,0.5627637729952735,2016,25
1119,Owner Percent,0.5546273819014229,2016,25
1120,Distance from Public Transportation,0.5540995927679364,2016,25
1121,Regular Percent,0.5087302773643643,2016,25
1122,Education Percent,0.4932202619107389,2016,25
1123,Latitude,0.47394402379640704,2016,25
1124,Reported Barrio,0.07791411570654283,2016,25
1125,Public Wifi Distance,0.8766958669064868,2016,26
1126,Longitude,0.8660081575609708,2016,26
1127,Latitude,0.814873152496379,2016,26
1128,Health Provider Distance,0.8086096408397219,2016,26
1129,Distance from Public Transportation,0.7428233428064561,2016,26
1130,Owner Percent,0.6358499811250353,2016,26
1131,Education Percent,0.6309930576453096,2016,26
1132,Sports Center Distance,0.6137764898839357,2016,26
1133,Computer Percent,0.6053760126391845,2016,26
1134,Immigration Percent,0.5771606016899047,2016,26
1135,Regular Percent,0.5726452035145813,2016,26
1136,Cellular Percent,0.5681912043594597,2016,26
1137,Uninhabited Percent,0.5606126079399973,2016,26
1138,Rent Percent,0.5467788088167569,2016,26
1139,Reported Barrio,0.13527080934453606,2016,26
1140,Cellular Percent,0.4870151270692238,2016,27
1141,Longitude,0.4283939583404548,2016,27
1142,Public Wifi Distance,0.425631277091628,2016,27
1143,Education Percent,0.4219209284024259,2016,27
1144,Health Provider Distance,0.4087104461663929,2016,27
1145,Latitude,0.3969751713902157,2016,27
1146,Distance from Public Transportation,0.390334224396776,2016,27
1147,Regular Percent,0.3637731845353804,2016,27
1148,Sports Center Distance,0.2839856678606534,2016,27
1149,Reported Barrio,0.28170882584251977,2016,27
1150,Uninhabited Percent,0.2703266465271437,2016,27
1151,Computer Percent,0.2441002536371406,2016,27
1152,Rent Percent,0.2213075930082069,2016,27
1153,Immigration Percent,0.2173235004458736,2016,27
1154,Owner Percent,0.21697130699292533,2016,27
1155,Distance from Public Transportation,0.3490197764425984,2016,28
1156,Latitude,0.3427433109371787,2016,28
1157,Education Percent,0.3374860001008764,2016,28
1158,Public Wifi Distance,0.29201601238299396,2016,28
1159,Regular Percent,0.28979896859856197,2016,28
1160,Sports Center Distance,0.2811325830906388,2016,28
1161,Longitude,0.2662969050246642,2016,28
1162,Owner Percent,0.24803753097180525,2016,28
1163,Cellular Percent,0.23567691675407776,2016,28
1164,Uninhabited Percent,0.22736753485883374,2016,28
1165,Rent Percent,0.22129749049060446,2016,28
1166,Immigration Percent,0.21061833180531586,2016,28
1167,Computer Percent,0.19695284386000367,2016,28
1168,Health Provider Distance,0.15208013686589306,2016,28
1169,Reported Barrio,0.0,2016,28
1170,Distance from Public Transportation,0.6789276278532936,2016,29
1171,Health Provider Distance,0.617457447678063,2016,29
1172,Longitude,0.5710966896165863,2016,29
1173,Uninhabited Percent,0.5531806161986408,2016,29
1174,Public Wifi Distance,0.547506507504262,2016,29
1175,Latitude,0.5309837757001268,2016,29
1176,Computer Percent,0.4959047214110153,2016,29
